               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.023559,           0.0076823,           0.0015996,             0.99406,             0.99741,              0.9945,             0.78081,            0.017696,           0.0038402,          0.00020107,            0.007723,            0.007723,            0.007723
                 140,            0.023085,           0.0075614,           0.0014097,             0.99668,             0.99312,             0.99421,             0.74931,            0.019899,            0.003979,          0.00018943,           0.0077065,           0.0077065,           0.0077065
                 141,            0.022728,           0.0070996,           0.0014219,             0.99679,             0.99648,              0.9947,             0.79103,            0.017484,           0.0038229,          0.00019843,             0.00769,             0.00769,             0.00769
                 142,            0.023351,           0.0071038,           0.0015147,             0.99596,             0.99317,             0.99439,             0.79261,            0.017167,           0.0036887,          0.00016673,           0.0076735,           0.0076735,           0.0076735
                 143,            0.023513,            0.007384,           0.0015388,             0.99401,             0.99576,             0.99428,             0.79404,            0.017308,           0.0037373,           0.0001921,            0.007657,            0.007657,            0.007657
                 144,            0.023207,           0.0073862,             0.00185,             0.99296,             0.99303,             0.99468,             0.78766,            0.017261,           0.0037465,          0.00024979,           0.0076405,           0.0076405,           0.0076405
                 145,            0.023156,            0.007445,           0.0012955,             0.99449,             0.99488,             0.99421,             0.79555,            0.016964,           0.0036266,          0.00017408,            0.007624,            0.007624,            0.007624
                 146,            0.022945,           0.0073665,           0.0014346,             0.99092,             0.99744,             0.99394,             0.79095,            0.017258,           0.0037554,          0.00019082,           0.0076075,           0.0076075,           0.0076075
                 147,            0.022304,           0.0073635,            0.001397,              0.9967,             0.99422,              0.9944,             0.80109,            0.017198,           0.0037475,          0.00016807,            0.007591,            0.007591,            0.007591
                 148,            0.022596,           0.0072023,           0.0012165,             0.99661,             0.99481,             0.99418,             0.80223,            0.016486,           0.0036136,          0.00023682,           0.0075745,           0.0075745,           0.0075745
                 149,            0.022369,           0.0072233,           0.0012173,             0.99382,             0.99832,             0.99446,             0.80519,            0.016491,           0.0036614,          0.00022167,            0.007558,            0.007558,            0.007558
                 150,            0.022393,           0.0072552,           0.0014595,             0.99574,             0.99667,             0.99447,             0.81488,             0.01614,           0.0035778,          0.00032249,           0.0075415,           0.0075415,           0.0075415
